CustomerKey;Prefix;FirstName;LastName;Fecha_Nacimiento;MaritalStatus;Gender;EmailAddress;AnnualIncome;Total_children;EducationLevel;Occupation;HomeOwner
13745;MR.;LOGAN;LI;2/8/1963;M;M;logan26@adventure-works.com;$30,000 ;2;Partial College;Manual;N
13746;MRS.;COLLEEN;ANDERSEN;10/11/1963;S;F;colleen36@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
13747;MRS.;TINA;SUBRAM;27/4/1966;M;F;tina14@adventure-works.com;$20,000 ;2;Partial College;Clerical;Y
13748;MRS.;KRYSTAL;ZHENG;3/8/1981;M;F;krystal19@adventure-works.com;$40,000 ;1;Graduate Degree;Skilled Manual;Y
13749;MRS.;DAWN;LUO;13/1/1965;M;F;dawn29@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13750;MR.;GABRIEL;HERNANDEZ;4/6/1965;M;M;gabriel49@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13751;MR.;BRYANT;MEHTA;5/6/1964;M;M;bryant13@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
13752;MR.;FREDERICK;RANA;12/10/1964;S;M;frederick10@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
13753;MR.;RICHARD;PEREZ;3/11/1964;S;M;richard31@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
13754;MRS.;LISA;ZHOU;5/1/1964;M;F;lisa12@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13755;MRS.;VANESSA;BARNES;8/4/1964;M;F;vanessa3@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13756;MRS.;SANDRA;CHEN;18/4/1963;S;F;sandra8@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
13757;MRS.;JOANNA;MUNOZ;26/5/1963;S;F;joanna6@adventure-works.com;$30,000 ;2;Partial College;Clerical;Y
13758;MRS.;KRISTEN;SUN;23/11/1963;M;F;kristen12@adventure-works.com;$30,000 ;3;Partial College;Clerical;N
13759;MRS.;SARAH;WALKER;8/3/1979;S;F;sarah0@adventure-works.com;$30,000 ;3;Partial College;Clerical;Y
13760;MRS.;LACEY;LIN;2/11/1979;S;F;lacey20@adventure-works.com;$30,000 ;3;Partial College;Clerical;Y
13761;MRS.;MARISSA;HENDERSON;16/9/1979;S;F;marissa3@adventure-works.com;$30,000 ;3;Partial College;Clerical;Y
13762;MRS.;JENNY;HUANG;6/10/1978;S;F;jenny8@adventure-works.com;$20,000 ;5;High School;Manual;Y
13763;MS.;DAWN;CHANDER;20/8/1978;S;F;dawn40@adventure-works.com;$20,000 ;0;High School;Manual;Y
13764;MR.;MAX;GILL;1/4/1978;S;M;max13@adventure-works.com;$20,000 ;0;High School;Manual;N
13765;MR.;DANNY;ALVAREZ;8/10/1963;M;M;danny5@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13766;MR.;ALLEN;LOPEZ;15/5/1963;M;M;allen15@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13767;MR.;JAY;MOYER;8/6/1962;M;M;jay36@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13768;MRS.;MARGARET;ZHENG;6/5/1962;M;F;margaret26@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13769;MRS.;DESTINY;WOOD;6/8/1978;S;F;destiny50@adventure-works.com;$30,000 ;4;Partial College;Clerical;Y
13770;MR.;KELVIN;MA;13/11/1977;S;M;kelvin34@adventure-works.com;$30,000 ;5;Partial College;Clerical;Y
13771;MS.;CANDICE;HE;25/11/1977;S;F;candice2@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13772;MR.;NATHAN;HARRIS;1/10/1977;M;M;nathan71@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13773;MS.;JESSIE;TRAVERS;5/7/1977;S;F;jessie31@adventure-works.com;$30,000 ;0;Partial College;Clerical;Y
13774;MR.;RANDALL;CARLSON;11/3/1977;S;M;randall20@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13775;MS.;ANDREA;COX;3/8/1977;S;F;andrea11@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13776;MR.;EDDIE;ALVAREZ;20/11/1975;S;M;eddie5@adventure-works.com;$20,000 ;0;High School;Manual;Y
13777;MS.;PRISCILLA;RAJI;27/4/1976;S;F;priscilla20@adventure-works.com;$20,000 ;0;High School;Manual;N
13778;MR.;NOAH;LEWIS;7/4/1976;S;M;noah68@adventure-works.com;$20,000 ;0;High School;Manual;N
13779;MS.;NAOMI;SUAREZ;27/6/1976;S;F;naomi19@adventure-works.com;$20,000 ;0;High School;Manual;N
13780;MS.;HAILEY;BROOKS;4/3/1976;S;F;hailey19@adventure-works.com;$20,000 ;0;High School;Manual;N
13781;MR.;DOMINIC;SARA;7/4/1976;S;M;dominic10@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13782;MS.;ALYSSA;LEE;13/8/1976;S;F;alyssa22@adventure-works.com;$30,000 ;0;Partial College;Clerical;Y
13783;MS.;JILL;RUBIO;27/6/1976;S;F;jill29@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13784;MR.;MANUEL;MADAN;8/3/1974;S;M;manuel6@adventure-works.com;$10,000 ;0;Partial High School;Manual;N
13785;MR.;TOMMY;PAL;3/4/1974;M;M;tommy9@adventure-works.com;$10,000 ;0;Partial High School;Manual;Y
13786;MR.;CLAYTON;KUMAR;4/1/1974;S;M;clayton26@adventure-works.com;$20,000 ;0;Partial High School;Manual;N
13787;MR.;KENNETH;XIE;16/7/1974;S;M;kenneth3@adventure-works.com;$20,000 ;0;Partial High School;Manual;N
13788;MR.;WARREN;XIE;22/6/1975;S;M;warren38@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13789;MR.;PHILLIP;MEHTA;10/8/1975;S;M;phillip15@adventure-works.com;$30,000 ;0;Partial College;Clerical;N
13790;MR.;SHAWN;NARA;26/10/1975;M;M;shawn18@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13791;MRS.;LISA;ZHENG;11/6/1975;M;F;lisa22@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13792;MR.;KURT;TANG;25/7/1975;M;M;kurt3@adventure-works.com;$40,000 ;1;Bachelors;Skilled Manual;Y
13793;MR.;PRESTON;RODRIGUEZ;3/3/1972;S;M;preston17@adventure-works.com;$40,000 ;4;Partial College;Clerical;Y
13794;MR.;ANTHONY;THOMPSON;16/8/1972;S;M;anthony1@adventure-works.com;$40,000 ;0;Graduate Degree;Skilled Manual;N
13795;MR.;SETH;MOORE;8/7/1972;S;M;seth8@adventure-works.com;$40,000 ;0;Graduate Degree;Skilled Manual;N
13796;MR.;IAN;ROBINSON;1/2/1973;S;M;ian16@adventure-works.com;$50,000 ;0;Graduate Degree;Skilled Manual;Y
13797;MR.;CONNOR;ZHANG;18/10/1973;S;M;connor18@adventure-works.com;$50,000 ;0;Graduate Degree;Skilled Manual;N
13798;MR.;KYLE;PARKER;9/11/1973;M;M;kyle29@adventure-works.com;$50,000 ;1;Graduate Degree;Skilled Manual;Y
13799;MRS.;SARAH;WASHINGTON;6/8/1973;S;F;sarah38@adventure-works.com;$50,000 ;1;Graduate Degree;Skilled Manual;Y
13800;MR.;IAN;SCOTT;24/3/1971;S;M;ian28@adventure-works.com;$40,000 ;4;High School;Skilled Manual;Y
13801;MRS.;VICTORIA;THOMPSON;5/6/1971;M;F;victoria16@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13802;MRS.;MELANIE;RICHARDSON;18/3/1971;M;F;melanie35@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13803;MRS.;KRISTIN;DENG;3/3/1971;M;F;kristin3@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13804;MRS.;OLIVIA;WATSON;9/11/1972;M;F;olivia44@adventure-works.com;$40,000 ;1;Graduate Degree;Skilled Manual;Y
13805;MRS.;HAILEY;ROGERS;11/9/1972;M;F;hailey2@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13806;MR.;ANDREW;WALKER;4/12/1972;M;M;andrew30@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13807;MR.;KEVIN;LONG;19/1/1972;M;M;kevin12@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13808;MRS.;ROBIN;TORRES;22/10/1972;M;F;robin8@adventure-works.com;$60,000 ;1;Graduate Degree;Skilled Manual;Y
13809;MRS.;MARIAH;FOSTER;23/6/1972;M;F;mariah21@adventure-works.com;$70,000 ;2;Graduate Degree;Professional;Y
13810;MRS.;MYA;BUTLER;16/8/1972;M;F;mya14@adventure-works.com;$70,000 ;2;Graduate Degree;Professional;Y
13811;MR.;LUKE;GRIFFIN;26/9/1970;M;M;luke10@adventure-works.com;$50,000 ;1;Bachelors;Skilled Manual;Y
13812;MRS.;SHELBY;MORRIS;13/7/1970;S;F;shelby18@adventure-works.com;$60,000 ;1;Graduate Degree;Professional;Y
13813;MRS.;ANNA;MORGAN;9/2/1969;M;F;anna8@adventure-works.com;$50,000 ;1;Bachelors;Skilled Manual;Y
13814;MR.;JONATHAN;CLARK;21/7/1969;M;M;jonathan73@adventure-works.com;$50,000 ;2;Bachelors;Skilled Manual;Y
13815;MRS.;SARAH;GONZALES;2/10/1969;S;F;sarah41@adventure-works.com;$50,000 ;2;Bachelors;Skilled Manual;Y
13816;MRS.;ALYSSA;HENDERSON;25/6/1969;M;F;alyssa51@adventure-works.com;$60,000 ;1;Graduate Degree;Professional;Y
13817;MR.;RUSSELL;JAI;11/8/1971;M;M;russell14@adventure-works.com;$70,000 ;3;Graduate Degree;Professional;Y
13818;MRS.;ALYSSA;BRYANT;26/11/1969;M;F;alyssa63@adventure-works.com;$60,000 ;1;Graduate Degree;Professional;Y
13819;MRS.;SAMANTHA;WILLIAMS;20/11/1969;M;F;samantha3@adventure-works.com;$60,000 ;1;Graduate Degree;Professional;Y
13820;MR.;SEBASTIAN;MURPHY;11/8/1969;M;M;sebastian15@adventure-works.com;$60,000 ;1;Graduate Degree;Professional;Y
13821;MR.;ADAM;LAL;19/8/1968;M;M;adam25@adventure-works.com;$60,000 ;2;Bachelors;Skilled Manual;Y
13822;MR.;SEBASTIAN;GRAY;4/7/1968;M;M;sebastian7@adventure-works.com;$60,000 ;2;Bachelors;Skilled Manual;Y
13823;MR.;DERRICK;HERNANDEZ;8/9/1968;S;M;derrick4@adventure-works.com;$60,000 ;2;Bachelors;Skilled Manual;N
13824;MR.;MARSHALL;KUMAR;15/3/1968;S;M;marshall29@adventure-works.com;$60,000 ;2;Bachelors;Skilled Manual;Y
13825;MRS.;JASMINE;WOOD;7/5/1968;S;F;jasmine42@adventure-works.com;$60,000 ;2;Bachelors;Skilled Manual;Y
13826;MR.;BRANDON;LAL;17/4/1967;S;M;brandon26@adventure-works.com;$40,000 ;0;Bachelors;Professional;Y
13827;MS.;JADA;ROGERS;1/6/1967;S;F;jada11@adventure-works.com;$40,000 ;0;Bachelors;Professional;N
13828;MR.;BRIAN;HOWARD;8/5/1970;S;M;brian23@adventure-works.com;$70,000 ;3;Graduate Degree;Professional;Y
13829;MR.;NATHAN;SCOTT;12/10/1970;M;M;nathan43@adventure-works.com;$80,000 ;2;Graduate Degree;Professional;Y
13830;MR.;IAN;BROWN;6/11/1967;S;M;ian5@adventure-works.com;$70,000 ;2;Bachelors;Skilled Manual;Y
13831;MR.;ROBERT;MARTIN;10/8/1966;S;M;robert73@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;Y
13832;MS.;JENNIFER;CARTER;16/9/1966;S;F;jennifer12@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;Y
13833;MR.;AARON;SIMMONS;7/12/1966;M;M;aaron14@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;Y
13834;MR.;SPENCER;DIAZ;25/11/1966;S;M;spencer24@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;Y
13835;MR.;DALTON;CARTER;14/8/1966;M;M;dalton35@adventure-works.com;$70,000 ;4;Graduate Degree;Professional;Y
13836;MRS.;ROBYN;RUIZ;25/2/1969;M;F;robyn1@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13837;MRS.;ISABELLA;BROOKS;25/12/1969;S;F;isabella8@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13838;MRS.;HAILEY;MITCHELL;10/10/1969;S;F;hailey52@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13839;MR.;CAROL;WASHINGTON;24/11/1969;M;M;carol19@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13840;MR.;RICHARD;BAKER;11/10/1969;S;M;richard27@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13841;MR.;CAMERON;JONES;17/8/1969;M;M;cameron44@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13842;MR.;ISAAC;CAMPBELL;13/4/1969;M;M;isaac29@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;N
13843;MR.;OSCAR;FOSTER;21/10/1969;M;M;oscar2@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;N
13844;MR.;JEREMIAH;SIMMONS;18/3/1969;M;M;jeremiah33@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13845;MR.;ELIJAH;HERNANDEZ;27/11/1969;S;M;elijah45@adventure-works.com;$80,000 ;2;Graduate Degree;Professional;Y
13846;MRS.;NATALIE;THOMPSON;9/3/1969;M;F;natalie83@adventure-works.com;$80,000 ;2;Graduate Degree;Professional;Y
13847;MR.;CHRISTIAN;HENDERSON;7/3/1969;M;M;christian19@adventure-works.com;$80,000 ;3;Graduate Degree;Professional;Y
13848;MS.;COURTNEY;EVANS;25/6/1965;S;F;courtney0@adventure-works.com;$40,000 ;0;Bachelors;Professional;N
13849;MRS.;MISTY;XIE;22/2/1965;S;F;misty4@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;Y
13850;MRS.;ALYSSA;DIAZ;20/7/1965;S;F;alyssa66@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;N
13851;MRS.;RILEY;PRICE;21/1/1965;S;F;riley0@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;Y
13852;MRS.;ISABELLE;BUTLER;9/3/1965;S;F;isabelle13@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;Y
13853;MRS.;ANDREA;KELLY;26/5/1965;S;F;andrea3@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;Y
13854;MRS.;CAROLINE;SIMMONS;20/3/1965;S;F;caroline16@adventure-works.com;$80,000 ;3;Bachelors;Skilled Manual;Y
13855;MRS.;ANGELA;ROGERS;18/9/1965;S;F;angela45@adventure-works.com;$80,000 ;4;Bachelors;Skilled Manual;Y
13856;MS.;ABIGAIL;BELL;23/10/1964;M;F;abigail9@adventure-works.com;$40,000 ;0;Bachelors;Professional;N
13857;MRS.;ALLISON;KING;21/10/1964;S;F;allison42@adventure-works.com;$50,000 ;4;Bachelors;Skilled Manual;Y
13858;MR.;EDUARDO;WARD;28/11/1964;S;M;eduardo71@adventure-works.com;$50,000 ;4;Bachelors;Skilled Manual;N
13859;MR.;SAMUEL;ALLEN;17/2/1964;S;M;samuel52@adventure-works.com;$50,000 ;4;Bachelors;Skilled Manual;N
13860;MR.;ARMANDO;BLANCO;5/7/1964;S;M;armando16@adventure-works.com;$50,000 ;4;Bachelors;Skilled Manual;Y
13861;MRS.;GRACE;SMITH;23/4/1953;M;F;grace24@adventure-works.com;$70,000 ;1;Bachelors;Skilled Manual;Y
13862;MRS.;AMANDA;ROGERS;21/3/1964;S;F;amanda2@adventure-works.com;$50,000 ;4;Bachelors;Skilled Manual;Y
13863;MR.;JOSEPH;JONES;11/5/1963;M;M;joseph9@adventure-works.com;$60,000 ;4;Bachelors;Professional;Y
13864;MR.;JACKSON;FOSTER;7/5/1963;M;M;jackson18@adventure-works.com;$60,000 ;4;Bachelors;Professional;Y
13865;MR.;STEVEN;HOWARD;25/3/1968;S;M;steven21@adventure-works.com;$60,000 ;0;Bachelors;Professional;N
13866;MS.;HANNAH;HALL;13/3/1968;S;F;hannah22@adventure-works.com;$60,000 ;0;Bachelors;Professional;Y
13867;MR.;WYATT;BARNES;12/10/1963;S;M;wyatt54@adventure-works.com;$60,000 ;0;Bachelors;Professional;Y
13868;MR.;DALTON;HILL;24/7/1963;S;M;dalton28@adventure-works.com;$60,000 ;0;Bachelors;Professional;N
13869;MR.;GABRIEL;GONZALES;8/12/1963;S;M;gabriel14@adventure-works.com;$60,000 ;0;Bachelors;Professional;N
13870;MR.;NATHANIEL;MORRIS;22/7/1963;M;M;nathaniel20@adventure-works.com;$60,000 ;3;Graduate Degree;Professional;Y
13871;MR.;ROBERT;HAYES;6/3/1962;S;M;robert34@adventure-works.com;$40,000 ;3;High School;Skilled Manual;Y
13872;MRS.;SAMANTHA;COLEMAN;18/2/1962;M;F;samantha31@adventure-works.com;$70,000 ;1;Partial College;Skilled Manual;Y
13873;MR.;LUKE;HERNANDEZ;5/7/1962;M;M;luke47@adventure-works.com;$70,000 ;1;Partial College;Skilled Manual;Y
13874;MR.;TIMOTHY;SANCHEZ;13/12/1961;M;M;timothy19@adventure-works.com;$40,000 ;4;High School;Skilled Manual;Y
13875;MRS.;ISABELLA;RICHARDSON;12/6/1961;M;F;isabella91@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13876;MR.;LUIS;YOUNG;19/4/1960;M;M;luis49@adventure-works.com;$40,000 ;4;High School;Skilled Manual;Y
13877;MRS.;KIMBERLY;SANCHEZ;24/12/1960;M;F;kimberly25@adventure-works.com;$40,000 ;4;High School;Skilled Manual;Y
13878;MR.;NATHAN;WILSON;12/7/1967;M;M;nathan65@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;N
13879;MS.;VICTORIA;WARE;24/9/1967;S;F;victoria39@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;Y
13880;MR.;ALEJANDRO;CAI;7/8/1967;M;M;alejandro24@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;N
13881;MR.;EDUARDO;RAMIREZ;20/3/1967;S;M;eduardo75@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;N
13882;MS.;EMMA;SIMMONS;17/8/1967;S;F;emma61@adventure-works.com;$60,000 ;0;Graduate Degree;Professional;N
13883;MRS.;BRITTANY;HAYES;28/11/1960;M;F;brittany21@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13884;MR.;SETH;LONG;8/4/1960;M;M;seth57@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13885;MRS.;KELLY;BRYANT;3/10/1960;M;F;kelly22@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13886;MR.;ANDREW;MOORE;1/8/1960;M;M;andrew17@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13887;MRS.;YOLANDA;LUO;14/8/1960;M;F;yolanda5@adventure-works.com;$60,000 ;1;Partial College;Skilled Manual;Y
13888;MR.;JASON;POWELL;26/7/1959;M;M;jason6@adventure-works.com;$60,000 ;4;Bachelors;Professional;Y
13889;MRS.;MEGAN;HUGHES;15/11/1959;M;F;megan60@adventure-works.com;$70,000 ;1;Graduate Degree;Professional;Y
13890;MRS.;SUSAN;MA;1/3/1959;S;F;susan26@adventure-works.com;$80,000 ;2;Graduate Degree;Professional;Y
13891;MR.;DWAYNE;RAMOS;13/9/1959;M;M;dwayne16@adventure-works.com;$80,000 ;2;Graduate Degree;Professional;Y
13892;MRS.;MEREDITH;HERNANDEZ;19/3/1958;M;F;meredith26@adventure-works.com;$70,000 ;5;Graduate Degree;Professional;Y
13893;MR.;DYLAN;HUGHES;6/10/1976;S;M;dylan10@adventure-works.com;$60,000 ;1;Graduate Degree;Management;Y
13894;MR.;FRANKLIN;YE;9/7/1969;M;M;franklin9@adventure-works.com;$90,000 ;1;Graduate Degree;Management;Y
13895;MRS.;THERESA;MUNOZ;21/3/1969;M;F;theresa4@adventure-works.com;$100,000 ;1;Graduate Degree;Management;Y
13896;MR.;EDDIE;RAMOS;23/3/1968;M;M;eddie17@adventure-works.com;$60,000 ;2;Bachelors;Professional;Y
13897;MR.;ANDRES;RAJI;8/2/1970;M;M;andres17@adventure-works.com;$90,000 ;2;Bachelors;Professional;Y
13898;MRS.;DAWN;MA;12/10/1968;S;F;dawn18@adventure-works.com;$70,000 ;5;Bachelors;Professional;Y
13899;MRS.;MEREDITH;MUNOZ;28/11/1967;S;F;meredith30@adventure-works.com;$60,000 ;2;Bachelors;Professional;Y
13900;MRS.;DIANE;MARTIN;15/10/1967;M;F;diane6@adventure-works.com;$70,000 ;5;Bachelors;Professional;Y
13901;MRS.;EBONY;CARLSON;23/5/1969;M;F;ebony39@adventure-works.com;$120,000 ;1;Graduate Degree;Management;Y
13902;MRS.;LACEY;KUMAR;5/7/1967;S;F;lacey42@adventure-works.com;$70,000 ;5;Bachelors;Professional;Y
13903;MRS.;SHAWNA;RAJI;8/5/1966;M;F;shawna20@adventure-works.com;$80,000 ;5;Graduate Degree;Management;Y
13904;MRS.;DAWN;LI;9/5/1966;M;F;dawn4@adventure-works.com;$80,000 ;5;Graduate Degree;Management;Y
13905;MRS.;VERONICA;PATEL;28/11/1966;M;F;veronica3@adventure-works.com;$80,000 ;5;Graduate Degree;Management;Y
13906;MS.;JASMINE;LEWIS;18/2/1966;S;F;jasmine18@adventure-works.com;$90,000 ;0;Bachelors;Professional;N
13907;MR.;BARRY;SARA;26/2/1966;M;M;barry11@adventure-works.com;$90,000 ;0;Bachelors;Professional;Y
13908;MR.;DARREN;DOMINGUEZ;4/4/1966;M;M;darren35@adventure-works.com;$90,000 ;0;Bachelors;Professional;Y
13909;MR.;GLENN;ZHANG;23/1/1965;S;M;glenn1@adventure-works.com;$60,000 ;3;Bachelors;Professional;Y
13910;MRS.;LYDIA;SAI;25/4/1965;S;F;lydia5@adventure-works.com;$60,000 ;3;Bachelors;Professional;N
13911;MR.;ROY;MARTINEZ;11/2/1968;S;M;roy18@adventure-works.com;$70,000 ;0;Bachelors;Professional;N
13912;MR.;PEDRO;RANA;17/4/1968;S;M;pedro11@adventure-works.com;$70,000 ;0;Bachelors;Professional;N
13913;MS.;BIANCA;ZHAO;7/6/1968;S;F;bianca8@adventure-works.com;$70,000 ;0;Bachelors;Professional;Y
13914;MR.;EUGENE;LIANG;2/4/1965;S;M;eugene21@adventure-works.com;$70,000 ;0;Bachelors;Professional;N
13915;MRS.;BETHANY;SHAN;2/6/1964;S;F;bethany13@adventure-works.com;$60,000 ;3;Bachelors;Professional;Y
13916;MRS.;TINA;CHANDRA;25/9/1964;M;F;tina4@adventure-works.com;$60,000 ;4;Bachelors;Professional;Y
13917;MR.;JOHNNY;RAJE;27/3/1964;S;M;johnny15@adventure-works.com;$60,000 ;4;Bachelors;Professional;Y
13918;MR.;EMMANUEL;SMITH;16/5/1968;M;M;emmanuel8@adventure-works.com;$100,000 ;2;Bachelors;Management;Y
13919;MRS.;ALEXANDRA;BROWN;19/1/1968;M;F;alexandra67@adventure-works.com;$100,000 ;2;Bachelors;Management;Y
13920;MRS.;ZOE;PETERSON;11/5/1968;M;F;zoe4@adventure-works.com;$100,000 ;3;Bachelors;Management;Y
13921;MS.;CHLOE;JENKINS;3/4/1979;S;F;chloe73@adventure-works.com;$40,000 ;0;High School;Skilled Manual;N
13922;MS.;MARGARET;LIU;18/9/1979;S;F;margaret11@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;Y
13923;MRS.;JOY;CARLSON;12/6/1944;M;F;joy17@adventure-works.com;$10,000 ;5;High School;Skilled Manual;N
13924;MR.;CLARENCE;CHANDER;21/3/1944;M;M;clarence30@adventure-works.com;$20,000 ;3;High School;Skilled Manual;Y
13925;MR.;LOGAN;COLLINS;5/6/1944;M;M;logan29@adventure-works.com;$20,000 ;4;High School;Skilled Manual;Y
13926;MR.;ADRIAN;RICHARDSON;8/3/1979;S;M;adrian11@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
13927;MS.;ALEXIS;WOOD;24/4/1979;M;F;alexis24@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
13928;MS.;CHLOE;ANDERSON;25/10/1979;M;F;chloe43@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
13929;MR.;EDUARDO;COLLINS;5/11/1978;S;M;eduardo43@adventure-works.com;$40,000 ;0;High School;Skilled Manual;N
13930;MR.;MIGUEL;WHITE;10/11/1978;S;M;miguel12@adventure-works.com;$40,000 ;0;Partial High School;Clerical;Y
13931;MS.;CHLOE;BRADLEY;17/1/1978;S;F;chloe69@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
13932;MS.;STEPHANIE;WOOD;26/3/1978;S;F;stephanie29@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;N
13933;MR.;JACK;HAYES;8/3/1978;M;M;jack23@adventure-works.com;$40,000 ;0;Partial College;Skilled Manual;Y
13934;MR.;GREGORY;XIE;6/6/1978;S;M;gregory7@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;N
13935;MR.;ZACHARY;PATTERSON;24/8/1978;M;M;zachary9@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
13936;MR.;ISAAC;COOK;17/7/1946;M;M;isaac21@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
13937;MRS.;MICHELE;BLACK;10/6/1947;M;F;michele21@adventure-works.com;$20,000 ;4;High School;Skilled Manual;N
13938;MRS.;MARIE;PEREZ;8/9/1947;M;F;marie23@adventure-works.com;$20,000 ;4;High School;Skilled Manual;Y
13939;MRS.;RAQUEL;HERNANDEZ;24/5/1947;M;F;raquel2@adventure-works.com;$30,000 ;2;Partial College;Clerical;N
13940;MR.;ETHAN;MARTIN;23/10/1948;M;M;ethan48@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
13941;MR.;ELIJAH;GONZALES;17/8/1978;M;M;elijah19@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;Y
13942;MR.;TERRY;SHARMA;26/4/1977;S;M;terry13@adventure-works.com;$40,000 ;0;Partial High School;Clerical;N
13943;MR.;HUNTER;HILL;26/7/1977;S;M;hunter39@adventure-works.com;$40,000 ;0;Partial High School;Clerical;N
13944;MS.;JACQUELINE;REED;27/10/1977;S;F;jacqueline45@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;Y
13945;MR.;ANGEL;RAMIREZ;5/10/1977;S;M;angel6@adventure-works.com;$30,000 ;0;Partial College;Skilled Manual;N
13946;MS.;CAITLIN;KELLY;13/4/1977;M;F;caitlin2@adventure-works.com;$60,000 ;0;Partial College;Skilled Manual;Y
13947;MR.;NOAH;HUGHES;13/5/1977;M;M;noah8@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;N
13948;MS.;BRIANNA;WALKER;27/9/1977;M;F;brianna22@adventure-works.com;$70,000 ;0;Partial College;Skilled Manual;Y
13949;MRS.;REBEKAH;GARCIA;26/8/1949;M;F;rebekah14@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
13950;MRS.;KAREN;LIU;14/7/1949;M;F;karen13@adventure-works.com;$10,000 ;2;Partial High School;Clerical;Y
13951;MRS.;BRANDY;PRASAD;5/9/1949;M;F;brandy5@adventure-works.com;$20,000 ;2;Partial High School;Clerical;Y
13952;MR.;THOMAS;MOORE;5/8/1950;M;M;thomas69@adventure-works.com;$30,000 ;3;Partial College;Clerical;N
13953;MR.;ROGER;SHEN;8/11/1950;S;M;roger29@adventure-works.com;$30,000 ;3;Partial College;Clerical;Y
